device,timestamp,Feature_Value_0,Feature_Value_1,Feature_Value_2,Feature_Value_3,Feature_Value_4,Feature_Value_5
88:4A:EA:69:43:8A,2017-03-15 07:03:26.030000128,148.41,241.31,138.32,111.15,102.87,59.92
88:4A:EA:69:42:9B,2017-03-15 07:03:26.390000128,94.62,94.26,94.63,94.49,95.11,53.58
88:4A:EA:69:43:8A,2017-03-15 07:03:26.550000128,98.26,99.46,98.26,97.66,97.66,41.31
88:4A:EA:69:42:9B,2017-03-15 07:03:26.920000000,94.25,94.0,94.21,94.33,94.48,51.82
88:4A:EA:69:E1:72,2017-03-15 07:03:27.030000128,1156.58,8.46,4.64,2.05,52.03,210.0
88:4A:EA:69:43:8A,2017-03-15 07:03:27.080000000,108.2,97.59,98.21,108.77,128.22,54.64
88:4A:EA:69:42:9B,2017-03-15 07:03:27.440000000,94.2,94.23,94.19,94.29,94.08,46.91
88:4A:EA:69:E1:72,2017-03-15 07:03:27.550000128,6547.08,10.12,7.01,13.61,52.03,29.0
88:4A:EA:69:43:8A,2017-03-15 07:03:27.600000000,342.41,426.26,408.34,333.67,201.37,72.95
88:4A:EA:69:42:9B,2017-03-15 07:03:27.960000000,94.19,94.23,94.23,94.23,94.09,46.89
88:4A:EA:69:E1:72,2017-03-15 07:03:27.980000000,1926.87,66.81,20.93,32.93,52.03,29.0
88:4A:EA:69:43:8A,2017-03-15 07:03:28.120000000,115.94,141.14,116.52,105.84,100.28,52.24
88:4A:EA:69:42:9B,2017-03-15 07:03:28.480000000,94.28,94.16,94.46,94.22,94.29,49.32
88:4A:EA:69:E1:72,2017-03-15 07:03:28.500000000,851.87,8.29,5.0,2.74,52.04,211.0
88:4A:EA:69:43:8A,2017-03-15 07:03:28.649999872,97.85,98.18,97.86,97.65,97.7,42.07
88:4A:EA:69:E1:72,2017-03-15 07:03:28.980000000,1237.74,8.51,4.63,2.11,52.04,209.0
88:4A:EA:69:42:9B,2017-03-15 07:03:29.009999872,94.24,94.27,94.41,94.11,94.17,53.96
88:4A:EA:69:43:8A,2017-03-15 07:03:29.169999872,97.78,97.6,97.77,97.75,98.02,45.44
88:4A:EA:69:E1:72,2017-03-15 07:03:29.520000000,37430.12,18.33,95.6,31.64,52.04,32.0
88:4A:EA:69:42:9B,2017-03-15 07:03:29.529999872,94.26,94.31,94.25,94.13,94.36,51.17
88:4A:EA:69:43:8A,2017-03-15 07:03:29.689999872,194.78,109.72,135.8,282.86,250.74,69.58
88:4A:EA:69:E1:72,2017-03-15 07:03:30.030000128,2325.38,60.08,21.44,24.9,52.04,29.0
88:4A:EA:69:42:9B,2017-03-15 07:03:30.049999872,94.28,94.22,94.33,94.23,94.33,48.1
88:4A:EA:69:43:8A,2017-03-15 07:03:30.220000000,144.01,203.91,145.87,120.2,106.09,59.87
88:4A:EA:69:42:9B,2017-03-15 07:03:30.580000000,94.21,94.26,94.38,94.2,94.02,53.11
88:4A:EA:69:E1:72,2017-03-15 07:03:30.580000000,1295.1,9.21,4.97,2.53,52.04,210.0
88:4A:EA:69:43:8A,2017-03-15 07:03:30.740000000,98.63,100.88,98.36,97.74,97.54,44.4
88:4A:EA:69:E1:72,2017-03-15 07:03:31.089999872,1054.51,8.68,4.75,2.13,52.04,208.0
88:4A:EA:69:42:9B,2017-03-15 07:03:31.100000000,94.4,94.92,94.18,94.17,94.32,53.69
88:4A:EA:69:43:8A,2017-03-15 07:03:31.270000128,106.7,97.62,97.59,109.09,122.52,53.5
88:4A:EA:69:42:9B,2017-03-15 07:03:31.620000000,94.3,94.28,94.3,94.27,94.36,50.0
88:4A:EA:69:E1:72,2017-03-15 07:03:31.620000000,4581.06,10.09,6.57,7.2,52.04,209.0
88:4A:EA:69:43:8A,2017-03-15 07:03:31.790000128,227.41,291.61,294.74,205.43,117.88,72.62
88:4A:EA:69:E1:72,2017-03-15 07:03:32.129999872,1915.69,61.47,8.85,21.01,52.04,28.0
88:4A:EA:69:42:9B,2017-03-15 07:03:32.140000000,94.28,94.4,94.19,94.28,94.23,49.34
88:4A:EA:69:43:8A,2017-03-15 07:03:32.310000128,100.59,105.81,100.06,98.54,97.93,49.17
88:4A:EA:69:42:9B,2017-03-15 07:03:32.670000128,94.6,94.3,94.5,96.48,93.12,55.36
88:4A:EA:69:43:8A,2017-03-15 07:03:32.840000000,97.65,97.71,97.63,97.7,97.58,40.53
88:4A:EA:69:42:9B,2017-03-15 07:03:33.190000128,94.34,94.4,94.41,94.32,94.23,51.94
88:4A:EA:69:E1:72,2017-03-15 07:03:33.310000128,1259.77,8.35,4.71,2.17,52.04,210.0
88:4A:EA:69:43:8A,2017-03-15 07:03:33.360000000,151.46,97.56,108.83,125.16,274.27,60.8
88:4A:EA:69:42:9B,2017-03-15 07:03:33.710000128,94.23,94.35,94.24,94.17,94.15,50.02
88:4A:EA:69:43:8A,2017-03-15 07:03:33.880000000,249.08,372.03,299.17,187.27,137.86,70.81
88:4A:EA:69:42:9B,2017-03-15 07:03:34.230000128,94.27,94.38,94.37,94.14,94.17,49.17
88:4A:EA:69:E1:72,2017-03-15 07:03:34.350000128,1549.0,8.72,4.9,2.01,52.04,210.0
88:4A:EA:69:43:8A,2017-03-15 07:03:34.400000000,103.37,112.16,103.46,99.74,98.1,49.0
88:4A:EA:69:43:8A,2017-03-15 07:03:34.520000000,97.66,97.64,97.68,97.69,97.64,41.64
88:4A:EA:69:42:9B,2017-03-15 07:03:34.760000000,94.2,94.36,94.28,93.99,94.16,51.27
88:4A:EA:69:43:8A,2017-03-15 07:03:35.040000000,104.57,97.49,97.55,101.81,121.41,53.77
88:4A:EA:69:42:9B,2017-03-15 07:03:35.280000000,94.39,94.82,94.31,94.29,94.13,53.88
88:4A:EA:69:E1:72,2017-03-15 07:03:35.390000128,5813.34,41.8,20.98,37.15,52.04,29.0
88:4A:EA:69:43:8A,2017-03-15 07:03:35.560000000,178.86,151.35,263.32,181.17,119.6,71.24
88:4A:EA:69:42:9B,2017-03-15 07:03:35.800000000,94.22,94.2,94.25,94.18,94.25,49.49
88:4A:EA:69:43:8A,2017-03-15 07:03:36.080000000,99.04,101.79,99.03,97.63,97.73,49.65
88:4A:EA:69:42:9B,2017-03-15 07:03:36.320000000,94.24,94.25,94.27,94.2,94.26,51.19
88:4A:EA:69:E1:72,2017-03-15 07:03:36.480000000,1231.38,8.7,4.58,2.1,52.05,209.0
88:4A:EA:69:43:8A,2017-03-15 07:03:36.609999872,97.61,97.69,97.66,97.53,97.58,44.08
88:4A:EA:69:42:9B,2017-03-15 07:03:36.849999872,94.26,94.3,94.2,94.33,94.22,49.9
88:4A:EA:69:E1:72,2017-03-15 07:03:37.000000000,5582.24,10.9,7.74,14.41,52.04,27.0
88:4A:EA:69:43:8A,2017-03-15 07:03:37.129999872,97.58,97.51,97.62,97.61,97.58,44.32
88:4A:EA:69:E1:72,2017-03-15 07:03:37.350000128,3237.62,73.54,25.56,41.8,52.05,29.0
88:4A:EA:69:42:9B,2017-03-15 07:03:37.369999872,94.24,94.19,94.3,94.23,94.25,49.51
88:4A:EA:69:43:8A,2017-03-15 07:03:37.649999872,97.54,97.48,97.59,97.51,97.56,39.48
88:4A:EA:69:E1:72,2017-03-15 07:03:37.880000000,1453.76,9.5,5.15,2.92,52.05,210.0
88:4A:EA:69:42:9B,2017-03-15 07:03:37.889999872,94.27,94.23,94.39,94.18,94.26,50.22
88:4A:EA:69:43:8A,2017-03-15 07:03:38.180000000,98.66,97.6,97.51,97.63,101.92,44.62
88:4A:EA:69:E1:72,2017-03-15 07:03:38.400000000,1113.49,8.76,4.76,2.08,52.05,211.0
88:4A:EA:69:42:9B,2017-03-15 07:03:38.420000000,94.43,94.53,94.56,94.37,94.27,55.29
88:4A:EA:69:43:8A,2017-03-15 07:03:38.700000000,241.04,133.5,286.14,300.74,243.79,72.89
88:4A:EA:69:42:9B,2017-03-15 07:03:38.940000000,94.25,94.18,94.3,94.18,94.35,49.08
88:4A:EA:69:43:8A,2017-03-15 07:03:39.220000000,117.28,150.4,116.64,102.66,99.41,54.52
88:4A:EA:69:42:9B,2017-03-15 07:03:39.460000000,94.18,94.06,94.23,94.38,94.04,47.74
88:4A:EA:69:E1:72,2017-03-15 07:03:39.560000000,2781.95,9.09,6.41,4.16,52.05,211.0
88:4A:EA:69:43:8A,2017-03-15 07:03:39.750000128,97.71,98.02,97.61,97.58,97.61,41.93
88:4A:EA:69:42:9B,2017-03-15 07:03:39.980000000,94.55,94.26,94.2,94.76,95.0,53.81
88:4A:EA:69:43:8A,2017-03-15 07:03:40.270000128,122.93,97.67,102.24,120.37,171.44,55.51
88:4A:EA:69:42:9B,2017-03-15 07:03:40.510000128,94.26,94.16,94.4,94.35,94.13,52.08
88:4A:EA:69:E1:72,2017-03-15 07:03:40.620000000,1187.47,9.38,5.64,4.64,52.05,30.0
88:4A:EA:69:43:8A,2017-03-15 07:03:40.790000128,275.56,332.73,355.46,257.54,156.52,71.59
88:4A:EA:69:42:9B,2017-03-15 07:03:41.030000128,94.35,94.28,94.29,94.35,94.47,47.9
88:4A:EA:69:E1:72,2017-03-15 07:03:41.140000000,1103.66,8.72,4.69,2.06,52.05,208.0
88:4A:EA:69:43:8A,2017-03-15 07:03:41.320000000,108.59,125.89,108.28,101.43,98.77,51.19
88:4A:EA:69:42:9B,2017-03-15 07:03:41.550000128,94.27,94.28,94.29,94.27,94.25,50.64
88:4A:EA:69:E1:72,2017-03-15 07:03:41.590000128,27146.94,17.98,78.96,27.84,52.05,29.0
88:4A:EA:69:43:8A,2017-03-15 07:03:41.840000000,97.7,97.94,97.82,97.45,97.6,41.49
88:4A:EA:69:42:9B,2017-03-15 07:03:42.070000128,94.25,94.14,94.26,94.29,94.29,49.52
88:4A:EA:69:43:8A,2017-03-15 07:03:42.360000000,97.68,97.74,97.69,97.7,97.59,45.06
88:4A:EA:69:42:9B,2017-03-15 07:03:42.600000000,94.32,94.38,94.39,94.1,94.42,51.13
88:4A:EA:69:E1:72,2017-03-15 07:03:42.710000128,1302.72,8.65,4.68,2.31,52.05,208.0
88:4A:EA:69:43:8A,2017-03-15 07:03:42.889999872,102.83,97.6,97.75,99.96,115.99,50.77
88:4A:EA:69:42:9B,2017-03-15 07:03:43.120000000,94.3,94.75,93.98,94.29,94.18,57.35
88:4A:EA:69:43:8A,2017-03-15 07:03:43.409999872,211.52,147.7,278.53,258.91,160.96,70.65
88:4A:EA:69:42:9B,2017-03-15 07:03:43.640000000,98.1,95.59,101.77,99.71,95.34,54.45
88:4A:EA:69:E1:72,2017-03-15 07:03:43.760000000,22117.65,38.42,26.64,40.69,52.05,30.0
88:4A:EA:69:43:8A,2017-03-15 07:03:43.929999872,105.21,116.14,105.71,100.07,98.93,51.6
88:4A:EA:69:42:9B,2017-03-15 07:03:44.169999872,95.18,94.51,94.83,95.12,96.26,53.98
88:4A:EA:69:43:8A,2017-03-15 07:03:44.460000000,97.7,98.02,97.58,97.58,97.61,45.19
88:4A:EA:69:42:9B,2017-03-15 07:03:44.689999872,94.5,94.57,94.19,94.71,94.53,56.45
88:4A:EA:69:E1:72,2017-03-15 07:03:44.809999872,976.48,8.78,4.67,2.26,52.05,211.0
88:4A:EA:69:43:8A,2017-03-15 07:03:44.980000000,179.32,98.25,110.07,142.73,366.21,66.18
88:4A:EA:69:42:9B,2017-03-15 07:03:45.209999872,94.29,94.15,94.28,94.32,94.4,51.62
88:4A:EA:69:43:8A,2017-03-15 07:03:45.500000000,156.48,251.19,157.37,114.23,103.15,64.23
88:4A:EA:69:42:9B,2017-03-15 07:03:45.729999872,94.18,94.21,94.08,94.19,94.25,49.07
88:4A:EA:69:E1:72,2017-03-15 07:03:45.830000128,1462.48,8.86,4.98,1.69,52.05,118.0
88:4A:EA:69:43:8A,2017-03-15 07:03:46.030000128,98.19,99.18,98.2,97.81,97.56,43.75
88:4A:EA:69:42:9B,2017-03-15 07:03:46.260000000,94.27,94.24,94.22,94.43,94.19,50.66
88:4A:EA:69:43:8A,2017-03-15 07:03:46.550000128,99.17,97.58,97.63,97.66,103.81,44.44
88:4A:EA:69:42:9B,2017-03-15 07:03:46.780000000,94.54,93.64,95.82,94.29,94.4,56.24
88:4A:EA:69:E1:72,2017-03-15 07:03:46.880000000,1374.05,9.14,5.08,2.03,52.06,119.0
88:4A:EA:69:43:8A,2017-03-15 07:03:47.070000128,260.26,117.56,224.76,358.48,340.24,72.85
88:4A:EA:69:42:9B,2017-03-15 07:03:47.300000000,94.26,94.31,94.23,94.41,94.1,50.28
88:4A:EA:69:43:8A,2017-03-15 07:03:47.600000000,160.6,239.82,162.13,128.99,111.44,59.02
88:4A:EA:69:42:9B,2017-03-15 07:03:47.820000000,94.29,94.42,94.24,94.32,94.19,49.22
88:4A:EA:69:E1:72,2017-03-15 07:03:47.929999872,1433.89,8.71,4.93,2.09,52.05,209.0
88:4A:EA:69:43:8A,2017-03-15 07:03:48.120000000,99.65,103.21,99.44,98.15,97.8,46.29
88:4A:EA:69:42:9B,2017-03-15 07:03:48.350000128,94.28,94.26,94.17,94.31,94.4,49.13
88:4A:EA:69:43:8A,2017-03-15 07:03:48.649999872,97.63,97.61,97.57,97.75,97.57,46.48
88:4A:EA:69:42:9B,2017-03-15 07:03:48.870000128,94.32,94.22,94.29,94.31,94.47,51.31
88:4A:EA:69:E1:72,2017-03-15 07:03:48.980000000,1402.06,8.74,4.77,2.09,52.06,208.0
88:4A:EA:69:42:9B,2017-03-15 07:03:49.009999872,100.97,98.55,99.69,97.71,107.92,56.07
88:4A:EA:69:43:8A,2017-03-15 07:03:49.169999872,97.59,97.71,97.6,97.44,97.6,42.67
88:4A:EA:69:42:9B,2017-03-15 07:03:49.529999872,95.96,97.42,95.19,96.09,95.15,53.83
88:4A:EA:69:43:8A,2017-03-15 07:03:49.689999872,97.64,97.59,97.65,97.65,97.69,39.22
88:4A:EA:69:E1:72,2017-03-15 07:03:50.030000128,12893.15,18.05,12.15,25.83,52.06,30.0
88:4A:EA:69:42:9B,2017-03-15 07:03:50.060000000,94.36,94.48,94.07,94.34,94.55,51.06
88:4A:EA:69:43:8A,2017-03-15 07:03:50.220000000,97.64,97.72,97.63,97.53,97.68,38.67
88:4A:EA:69:42:9B,2017-03-15 07:03:50.580000000,94.22,94.22,94.3,94.23,94.13,50.36
88:4A:EA:69:43:8A,2017-03-15 07:03:50.740000000,97.57,97.59,97.51,97.65,97.54,37.44
88:4A:EA:69:E1:72,2017-03-15 07:03:51.080000000,1255.1,8.44,4.78,2.11,52.06,211.0
88:4A:EA:69:42:9B,2017-03-15 07:03:51.100000000,94.27,94.27,94.27,94.24,94.31,49.31
88:4A:EA:69:43:8A,2017-03-15 07:03:51.260000000,97.56,97.62,97.46,97.58,97.57,37.58
88:4A:EA:69:E1:72,2017-03-15 07:03:51.609999872,6105.82,10.18,6.82,14.41,52.06,27.0
88:4A:EA:69:42:9B,2017-03-15 07:03:51.630000128,94.33,94.21,94.52,94.38,94.22,49.19
88:4A:EA:69:43:8A,2017-03-15 07:03:51.780000000,97.61,97.71,97.62,97.51,97.6,36.97
88:4A:EA:69:E1:72,2017-03-15 07:03:52.000000000,1598.0,70.42,21.99,30.68,52.06,30.0
88:4A:EA:69:42:9B,2017-03-15 07:03:52.150000128,94.21,94.17,94.24,94.26,94.18,50.65
88:4A:EA:69:43:8A,2017-03-15 07:03:52.310000128,97.57,97.63,97.54,97.59,97.52,35.84
88:4A:EA:69:E1:72,2017-03-15 07:03:52.569999872,963.47,8.54,4.89,2.44,52.06,208.0
88:4A:EA:69:42:9B,2017-03-15 07:03:52.670000128,94.32,94.47,94.43,94.1,94.26,56.0
88:4A:EA:69:43:8A,2017-03-15 07:03:52.830000128,97.68,97.66,97.64,97.68,97.75,37.76
88:4A:EA:69:E1:72,2017-03-15 07:03:53.080000000,1245.54,8.85,4.63,2.17,52.06,209.0
88:4A:EA:69:42:9B,2017-03-15 07:03:53.190000128,94.23,94.19,94.32,94.21,94.19,49.62
88:4A:EA:69:43:8A,2017-03-15 07:03:53.350000128,144.3,107.95,136.47,182.63,150.18,72.02
88:4A:EA:69:E1:72,2017-03-15 07:03:53.560000000,38570.0,18.2,16.59,32.87,52.06,30.0
88:4A:EA:69:42:9B,2017-03-15 07:03:53.720000000,94.29,94.27,94.25,94.32,94.31,47.92
88:4A:EA:69:43:8A,2017-03-15 07:03:53.870000128,110.41,146.85,98.98,98.42,97.37,55.7
88:4A:EA:69:E1:72,2017-03-15 07:03:54.080000000,2186.59,20.29,66.53,24.06,52.06,30.0
88:4A:EA:69:42:9B,2017-03-15 07:03:54.240000000,94.36,94.15,94.49,93.9,94.92,53.14
88:4A:EA:69:43:8A,2017-03-15 07:03:54.400000000,97.66,97.64,97.74,97.65,97.61,40.31
88:4A:EA:69:E1:72,2017-03-15 07:03:54.600000000,1338.02,8.87,4.95,3.45,52.06,28.0
88:4A:EA:69:42:9B,2017-03-15 07:03:54.760000000,94.34,94.47,94.22,94.3,94.36,52.55
88:4A:EA:69:43:8A,2017-03-15 07:03:54.920000000,119.99,97.62,100.58,118.41,163.35,56.34
88:4A:EA:69:E1:72,2017-03-15 07:03:55.150000128,1180.63,8.45,4.68,2.23,52.06,208.0
88:4A:EA:69:42:9B,2017-03-15 07:03:55.280000000,94.21,94.41,94.25,94.17,94.03,49.46
88:4A:EA:69:43:8A,2017-03-15 07:03:55.449999872,274.79,360.66,349.91,235.27,153.32,71.63
88:4A:EA:69:42:9B,2017-03-15 07:03:55.809999872,94.19,94.17,94.22,94.07,94.29,52.8
88:4A:EA:69:43:8A,2017-03-15 07:03:55.969999872,104.49,115.72,104.1,99.7,98.44,50.66
88:4A:EA:69:E1:72,2017-03-15 07:03:56.289999872,5540.83,70.08,14.57,30.28,52.07,27.0
88:4A:EA:69:42:9B,2017-03-15 07:03:56.329999872,94.59,94.38,94.16,96.03,93.81,55.82
88:4A:EA:69:43:8A,2017-03-15 07:03:56.489999872,97.66,97.7,97.59,97.58,97.77,41.44
88:4A:EA:69:42:9B,2017-03-15 07:03:56.849999872,94.26,94.45,94.17,94.29,94.16,50.54
88:4A:EA:69:43:8A,2017-03-15 07:03:57.020000000,159.69,98.22,110.52,126.25,303.77,65.4
88:4A:EA:69:E1:72,2017-03-15 07:03:57.350000128,1207.64,8.21,4.71,2.11,52.07,211.0
88:4A:EA:69:42:9B,2017-03-15 07:03:57.369999872,94.29,94.28,94.27,94.33,94.26,47.16
88:4A:EA:69:43:8A,2017-03-15 07:03:57.540000000,160.16,267.28,155.8,115.63,101.95,65.51
88:4A:EA:69:E1:72,2017-03-15 07:03:57.870000128,19127.57,16.06,36.31,26.34,52.07,27.0
88:4A:EA:69:42:9B,2017-03-15 07:03:57.900000000,94.31,94.35,94.28,94.31,94.28,48.11
88:4A:EA:69:43:8A,2017-03-15 07:03:58.060000000,98.09,98.97,98.2,97.56,97.62,44.52
88:4A:EA:69:E1:72,2017-03-15 07:03:58.260000000,1277.78,18.92,17.62,26.22,52.07,31.0
88:4A:EA:69:42:9B,2017-03-15 07:03:58.420000000,99.74,97.5,101.14,97.67,102.65,55.61
88:4A:EA:69:43:8A,2017-03-15 07:03:58.590000128,97.64,97.58,97.76,97.58,97.65,41.91
88:4A:EA:69:E1:72,2017-03-15 07:03:58.800000000,1025.56,8.49,4.49,2.22,52.07,208.0
88:4A:EA:69:42:9B,2017-03-15 07:03:58.940000000,97.18,101.77,95.5,95.49,95.97,57.3
88:4A:EA:69:43:8A,2017-03-15 07:03:59.110000128,101.19,97.62,97.57,97.66,111.91,50.41
88:4A:EA:69:E1:72,2017-03-15 07:03:59.320000000,1263.96,8.76,4.99,2.47,52.07,210.0
88:4A:EA:69:42:9B,2017-03-15 07:03:59.460000000,94.55,95.19,94.44,94.29,94.27,49.66
88:4A:EA:69:43:8A,2017-03-15 07:03:59.630000128,185.9,117.37,213.4,169.77,243.06,70.79
88:4A:EA:69:E1:72,2017-03-15 07:03:59.849999872,7881.77,27.76,23.68,41.35,52.07,28.0
88:4A:EA:69:42:9B,2017-03-15 07:03:59.990000128,94.25,94.36,94.14,94.36,94.14,48.69
88:4A:EA:69:43:8A,2017-03-15 07:04:00.160000000,104.83,118.06,103.05,99.84,98.37,54.12
88:4A:EA:69:E1:72,2017-03-15 07:04:00.369999872,1309.82,11.16,5.83,6.46,52.07,31.0
88:4A:EA:69:42:9B,2017-03-15 07:04:00.510000128,94.48,94.22,94.58,94.25,94.87,54.89
88:4A:EA:69:43:8A,2017-03-15 07:04:00.680000000,97.67,97.57,97.65,97.72,97.74,40.89
88:4A:EA:69:E1:72,2017-03-15 07:04:00.900000000,1322.77,8.43,4.86,2.11,52.07,211.0
88:4A:EA:69:42:9B,2017-03-15 07:04:01.030000128,94.24,94.25,94.3,94.3,94.09,50.55
88:4A:EA:69:43:8A,2017-03-15 07:04:01.209999872,158.83,98.01,114.69,141.22,281.42,64.54
88:4A:EA:69:E1:72,2017-03-15 07:04:01.400000000,1011.02,8.33,4.71,2.02,52.07,209.0
88:4A:EA:69:42:9B,2017-03-15 07:04:01.560000000,94.33,94.17,94.17,94.45,94.53,48.43
88:4A:EA:69:43:8A,2017-03-15 07:04:01.729999872,151.15,262.13,133.57,107.04,101.85,64.5
88:4A:EA:69:E1:72,2017-03-15 07:04:01.969999872,8712.32,28.46,66.29,21.76,52.07,30.0
88:4A:EA:69:42:9B,2017-03-15 07:04:02.080000000,94.22,94.22,94.24,94.28,94.13,49.6
88:4A:EA:69:43:8A,2017-03-15 07:04:02.249999872,97.96,98.47,97.79,97.88,97.7,45.6
88:4A:EA:69:E1:72,2017-03-15 07:04:02.440000000,1020.27,9.8,6.13,7.91,52.07,28.0
88:4A:EA:69:42:9B,2017-03-15 07:04:02.600000000,94.56,95.57,93.98,94.48,94.22,55.33
88:4A:EA:69:43:8A,2017-03-15 07:04:02.780000000,102.48,97.57,97.5,100.69,114.17,50.87
88:4A:EA:69:E1:72,2017-03-15 07:04:02.969999872,1163.71,8.6,4.64,2.12,52.07,210.0
88:4A:EA:69:42:9B,2017-03-15 07:04:03.120000000,94.25,94.31,94.27,94.19,94.24,48.67
88:4A:EA:69:43:8A,2017-03-15 07:04:03.300000000,231.07,121.49,319.1,296.24,187.42,71.89
88:4A:EA:69:E1:72,2017-03-15 07:04:03.480000000,6484.42,10.24,6.91,13.18,52.07,28.0
88:4A:EA:69:42:9B,2017-03-15 07:04:03.649999872,94.27,94.26,94.26,94.23,94.32,47.37
88:4A:EA:69:43:8A,2017-03-15 07:04:03.820000000,113.99,138.54,113.26,103.85,100.31,54.61
88:4A:EA:69:42:9B,2017-03-15 07:04:04.169999872,94.41,94.39,94.32,94.45,94.49,48.29
88:4A:EA:69:43:8A,2017-03-15 07:04:04.350000128,97.92,98.36,97.82,97.8,97.72,41.59
88:4A:EA:69:42:9B,2017-03-15 07:04:04.689999872,94.26,93.84,94.64,94.23,94.32,54.27
88:4A:EA:69:E1:72,2017-03-15 07:04:04.689999872,1407.01,8.42,4.82,4.05,52.07,28.0
88:4A:EA:69:43:8A,2017-03-15 07:04:04.870000128,98.29,97.61,97.69,97.64,100.23,46.66
88:4A:EA:69:E1:72,2017-03-15 07:04:05.220000000,1147.92,8.24,4.48,1.98,52.07,209.0
88:4A:EA:69:42:9B,2017-03-15 07:04:05.220000000,94.25,94.21,94.22,94.36,94.21,48.2
88:4A:EA:69:43:8A,2017-03-15 07:04:05.390000128,183.59,130.73,165.71,267.06,170.86,71.67
88:4A:EA:69:E1:72,2017-03-15 07:04:05.590000128,15267.32,13.22,77.97,23.78,52.08,29.0
88:4A:EA:69:42:9B,2017-03-15 07:04:05.740000000,94.31,94.4,94.2,94.4,94.24,48.97
88:4A:EA:69:43:8A,2017-03-15 07:04:05.920000000,100.17,105.89,99.14,98.33,97.3,55.79
88:4A:EA:69:42:9B,2017-03-15 07:04:06.260000000,101.02,101.46,99.96,95.39,107.26,57.55
88:4A:EA:69:43:8A,2017-03-15 07:04:06.440000000,97.57,97.69,97.64,97.51,97.43,40.86
88:4A:EA:69:E1:72,2017-03-15 07:04:06.760000000,1123.46,8.88,4.86,2.08,52.08,210.0
88:4A:EA:69:42:9B,2017-03-15 07:04:06.780000000,95.54,96.51,95.02,95.61,95.01,55.76
88:4A:EA:69:43:8A,2017-03-15 07:04:06.960000000,116.9,97.61,99.29,112.64,158.05,53.72
88:4A:EA:69:42:9B,2017-03-15 07:04:07.310000128,94.34,94.37,94.52,94.46,94.03,49.91
88:4A:EA:69:43:8A,2017-03-15 07:04:07.489999872,229.86,316.13,274.85,207.04,121.44,70.87
88:4A:EA:69:E1:72,2017-03-15 07:04:07.800000000,1341.76,8.87,4.97,2.09,52.08,209.0
88:4A:EA:69:42:9B,2017-03-15 07:04:07.830000128,94.2,94.21,94.2,94.15,94.25,47.7
88:4A:EA:69:43:8A,2017-03-15 07:04:08.009999872,101.53,107.48,101.58,98.94,98.12,50.52
88:4A:EA:69:E1:72,2017-03-15 07:04:08.320000000,13320.44,17.21,13.48,24.5,52.07,31.0
88:4A:EA:69:42:9B,2017-03-15 07:04:08.350000128,94.67,94.29,94.52,94.43,95.43,54.64
88:4A:EA:69:43:8A,2017-03-15 07:04:08.540000000,97.66,97.68,97.49,97.74,97.71,44.78
88:4A:EA:69:E1:72,2017-03-15 07:04:08.729999872,1172.58,9.91,5.42,9.01,52.07,31.0
88:4A:EA:69:42:9B,2017-03-15 07:04:08.870000128,94.23,94.14,94.29,94.29,94.22,51.36
88:4A:EA:69:43:8A,2017-03-15 07:04:09.060000000,151.5,97.69,108.49,128.35,271.47,64.37
88:4A:EA:69:E1:72,2017-03-15 07:04:09.310000128,1183.96,8.75,4.66,2.18,52.08,210.0
88:4A:EA:69:42:9B,2017-03-15 07:04:09.400000000,94.29,94.32,94.28,94.24,94.32,48.4
88:4A:EA:69:43:8A,2017-03-15 07:04:09.580000000,219.68,355.19,236.42,162.67,124.43,70.18
88:4A:EA:69:E1:72,2017-03-15 07:04:09.750000128,6375.44,11.21,36.95,16.94,52.08,27.0
88:4A:EA:69:42:9B,2017-03-15 07:04:09.920000000,94.29,94.28,94.34,94.23,94.3,47.26
88:4A:EA:69:43:8A,2017-03-15 07:04:10.110000128,101.38,107.82,101.28,98.75,97.68,48.5
88:4A:EA:69:42:9B,2017-03-15 07:04:10.440000000,95.59,94.16,94.15,94.34,99.69,50.87
88:4A:EA:69:43:8A,2017-03-15 07:04:10.630000128,97.58,97.42,97.65,97.57,97.66,42.66
88:4A:EA:69:E1:72,2017-03-15 07:04:10.940000000,1341.46,8.36,5.17,2.3,52.08,208.0
88:4A:EA:69:42:9B,2017-03-15 07:04:10.969999872,102.85,101.02,95.12,104.84,110.4,58.78
88:4A:EA:69:43:8A,2017-03-15 07:04:11.160000000,98.56,97.48,97.59,97.53,101.63,44.57
88:4A:EA:69:42:9B,2017-03-15 07:04:11.489999872,95.93,96.38,97.32,95.01,95.03,54.52
88:4A:EA:69:43:8A,2017-03-15 07:04:11.680000000,145.24,118.48,135.64,191.28,135.56,72.29
88:4A:EA:69:E1:72,2017-03-15 07:04:11.960000000,21175.92,39.78,24.15,38.43,52.08,32.0
88:4A:EA:69:42:9B,2017-03-15 07:04:12.009999872,94.24,94.35,94.21,94.19,94.22,49.28
88:4A:EA:69:43:8A,2017-03-15 07:04:12.200000000,104.21,121.92,99.31,98.25,97.36,54.18
88:4A:EA:69:42:9B,2017-03-15 07:04:12.540000000,94.39,94.31,94.47,93.76,95.03,54.59
88:4A:EA:69:43:8A,2017-03-15 07:04:12.729999872,97.61,97.73,97.6,97.42,97.67,41.39
88:4A:EA:69:E1:72,2017-03-15 07:04:13.009999872,1076.55,8.55,4.63,2.24,52.09,210.0
