device,timestamp,Feature_Value_0,Feature_Value_1,Feature_Value_2,Feature_Value_3,Feature_Value_4,Feature_Value_5
88:4A:EA:69:42:9B,2017-03-15 07:01:42.609999872,94.22,94.33,94.06,94.25,94.24,46.74
88:4A:EA:69:43:8A,2017-03-15 07:01:42.910000128,97.53,97.51,97.6,97.43,97.59,38.19
88:4A:EA:69:42:9B,2017-03-15 07:01:43.129999872,94.18,94.14,94.22,94.19,94.17,49.65
88:4A:EA:69:43:8A,2017-03-15 07:01:43.430000128,97.5,97.55,97.43,97.54,97.47,40.25
88:4A:EA:69:E1:72,2017-03-15 07:01:43.540000000,1270.37,8.46,4.89,2.2,51.88,208.0
88:4A:EA:69:42:9B,2017-03-15 07:01:43.660000000,94.25,94.25,94.2,94.36,94.16,50.03
88:4A:EA:69:43:8A,2017-03-15 07:01:43.960000000,97.53,97.59,97.53,97.5,97.51,35.93
88:4A:EA:69:42:9B,2017-03-15 07:01:44.180000000,94.24,94.21,94.23,94.3,94.22,48.57
88:4A:EA:69:43:8A,2017-03-15 07:01:44.480000000,97.6,97.59,97.65,97.63,97.52,38.72
88:4A:EA:69:E1:72,2017-03-15 07:01:44.590000128,1410.82,8.48,4.8,2.1,51.88,208.0
88:4A:EA:69:42:9B,2017-03-15 07:01:44.700000000,94.19,94.06,94.24,94.32,94.13,49.16
88:4A:EA:69:43:8A,2017-03-15 07:01:45.000000000,97.56,97.6,97.59,97.49,97.56,39.17
88:4A:EA:69:42:9B,2017-03-15 07:01:45.220000000,94.22,94.19,94.25,94.31,94.12,48.07
88:4A:EA:69:43:8A,2017-03-15 07:01:45.520000000,97.57,97.53,97.56,97.54,97.66,37.08
88:4A:EA:69:E1:72,2017-03-15 07:01:45.620000000,1252.19,8.36,4.77,2.16,51.88,211.0
88:4A:EA:69:42:9B,2017-03-15 07:01:45.750000128,94.2,94.19,94.13,94.18,94.29,46.91
88:4A:EA:69:43:8A,2017-03-15 07:01:46.049999872,97.6,97.69,97.63,97.53,97.56,37.37
88:4A:EA:69:42:9B,2017-03-15 07:01:46.270000128,94.28,94.21,94.43,94.22,94.27,48.32
88:4A:EA:69:43:8A,2017-03-15 07:01:46.569999872,97.52,97.53,97.49,97.61,97.44,35.58
88:4A:EA:69:E1:72,2017-03-15 07:01:46.670000128,1450.38,8.48,4.88,2.1,51.88,211.0
88:4A:EA:69:42:9B,2017-03-15 07:01:46.790000128,94.27,94.32,94.21,94.29,94.27,48.49
88:4A:EA:69:43:8A,2017-03-15 07:01:47.089999872,97.5,97.5,97.51,97.42,97.56,40.7
88:4A:EA:69:42:9B,2017-03-15 07:01:47.320000000,94.29,94.24,94.24,94.18,94.48,47.87
88:4A:EA:69:43:8A,2017-03-15 07:01:47.609999872,97.53,97.57,97.45,97.56,97.55,36.94
88:4A:EA:69:E1:72,2017-03-15 07:01:47.710000128,1329.28,8.36,4.61,1.72,51.88,119.0
88:4A:EA:69:42:9B,2017-03-15 07:01:47.840000000,94.18,94.12,94.28,94.08,94.24,49.05
88:4A:EA:69:43:8A,2017-03-15 07:01:48.140000000,97.51,97.55,97.54,97.43,97.51,34.44
88:4A:EA:69:42:9B,2017-03-15 07:01:48.510000128,94.22,94.26,94.17,94.2,94.25,47.37
88:4A:EA:69:43:8A,2017-03-15 07:01:48.660000000,97.63,97.73,97.64,97.62,97.54,35.06
88:4A:EA:69:E1:72,2017-03-15 07:01:48.760000000,1418.46,8.6,4.9,2.11,51.88,210.0
88:4A:EA:69:42:9B,2017-03-15 07:01:49.030000128,94.22,94.09,94.24,94.24,94.32,47.38
88:4A:EA:69:43:8A,2017-03-15 07:01:49.180000000,97.55,97.55,97.47,97.61,97.55,35.35
88:4A:EA:69:42:9B,2017-03-15 07:01:49.550000128,94.23,94.1,94.26,94.41,94.17,47.88
88:4A:EA:69:43:8A,2017-03-15 07:01:49.700000000,97.56,97.55,97.62,97.61,97.46,34.38
88:4A:EA:69:E1:72,2017-03-15 07:01:49.809999872,1324.87,8.64,4.73,2.03,51.88,210.0
88:4A:EA:69:42:9B,2017-03-15 07:01:50.080000000,94.28,94.36,94.22,94.16,94.38,44.67
88:4A:EA:69:43:8A,2017-03-15 07:01:50.230000128,97.5,97.5,97.58,97.47,97.44,41.43
88:4A:EA:69:42:9B,2017-03-15 07:01:50.600000000,94.25,94.26,94.24,94.21,94.28,45.77
88:4A:EA:69:43:8A,2017-03-15 07:01:50.750000128,97.52,97.49,97.52,97.49,97.6,34.13
88:4A:EA:69:E1:72,2017-03-15 07:01:50.860000000,1436.06,8.8,4.86,2.06,51.88,209.0
88:4A:EA:69:42:9B,2017-03-15 07:01:51.120000000,94.21,94.34,94.08,94.3,94.12,46.62
88:4A:EA:69:43:8A,2017-03-15 07:01:51.270000128,97.61,97.52,97.59,97.66,97.67,34.0
88:4A:EA:69:42:9B,2017-03-15 07:01:51.640000000,94.17,94.09,94.21,94.23,94.14,47.53
88:4A:EA:69:43:8A,2017-03-15 07:01:51.800000000,97.57,97.56,97.58,97.64,97.52,34.44
88:4A:EA:69:E1:72,2017-03-15 07:01:51.920000000,1356.2,8.55,4.73,2.06,51.88,209.0
88:4A:EA:69:42:9B,2017-03-15 07:01:52.169999872,94.23,94.26,94.17,94.34,94.17,50.44
88:4A:EA:69:43:8A,2017-03-15 07:01:52.320000000,97.6,97.54,97.6,97.64,97.63,35.68
88:4A:EA:69:42:9B,2017-03-15 07:01:52.689999872,94.27,94.32,94.15,94.28,94.33,48.72
88:4A:EA:69:43:8A,2017-03-15 07:01:52.840000000,97.55,97.58,97.53,97.47,97.61,37.68
88:4A:EA:69:E1:72,2017-03-15 07:01:52.940000000,1521.56,8.86,4.93,2.17,51.88,209.0
88:4A:EA:69:42:9B,2017-03-15 07:01:53.209999872,94.19,94.11,94.27,94.19,94.2,48.84
88:4A:EA:69:43:8A,2017-03-15 07:01:53.360000000,97.6,97.63,97.71,97.54,97.53,34.94
88:4A:EA:69:42:9B,2017-03-15 07:01:53.740000000,94.28,94.37,94.24,94.25,94.26,48.49
88:4A:EA:69:43:8A,2017-03-15 07:01:53.880000000,97.51,97.53,97.48,97.55,97.48,36.08
88:4A:EA:69:E1:72,2017-03-15 07:01:53.990000128,1323.85,8.67,4.75,1.65,51.89,118.0
88:4A:EA:69:42:9B,2017-03-15 07:01:54.260000000,94.18,94.06,94.17,94.23,94.26,46.67
88:4A:EA:69:43:8A,2017-03-15 07:01:54.409999872,97.5,97.53,97.49,97.49,97.51,33.96
88:4A:EA:69:42:9B,2017-03-15 07:01:54.780000000,94.24,94.06,94.37,94.14,94.39,46.16
88:4A:EA:69:43:8A,2017-03-15 07:01:54.929999872,97.5,97.42,97.54,97.56,97.49,35.23
88:4A:EA:69:E1:72,2017-03-15 07:01:55.040000000,1417.75,8.9,4.96,2.04,51.89,208.0
88:4A:EA:69:42:9B,2017-03-15 07:01:55.300000000,94.19,94.21,94.08,94.25,94.23,47.28
88:4A:EA:69:43:8A,2017-03-15 07:01:55.449999872,97.62,97.46,97.66,97.66,97.68,34.46
88:4A:EA:69:42:9B,2017-03-15 07:01:55.830000128,94.25,94.2,94.3,94.22,94.27,48.99
88:4A:EA:69:43:8A,2017-03-15 07:01:55.980000000,97.58,97.56,97.65,97.52,97.61,33.94
88:4A:EA:69:E1:72,2017-03-15 07:01:56.060000000,1259.35,8.48,4.7,2.08,51.89,208.0
88:4A:EA:69:42:9B,2017-03-15 07:01:56.350000128,94.2,94.16,94.3,94.17,94.15,46.67
88:4A:EA:69:43:8A,2017-03-15 07:01:56.500000000,97.59,97.6,97.59,97.62,97.56,36.44
88:4A:EA:69:42:9B,2017-03-15 07:01:56.870000128,94.22,94.25,94.2,94.31,94.11,45.64
88:4A:EA:69:43:8A,2017-03-15 07:01:57.020000000,97.54,97.5,97.55,97.62,97.51,34.16
88:4A:EA:69:E1:72,2017-03-15 07:01:57.120000000,1433.6,8.88,4.94,2.11,51.89,208.0
88:4A:EA:69:42:9B,2017-03-15 07:01:57.390000128,94.22,94.2,94.06,94.28,94.34,44.87
88:4A:EA:69:43:8A,2017-03-15 07:01:57.540000000,97.54,97.59,97.48,97.48,97.61,35.36
88:4A:EA:69:42:9B,2017-03-15 07:01:57.920000000,94.24,94.25,94.08,94.44,94.2,44.65
88:4A:EA:69:43:8A,2017-03-15 07:01:58.070000128,97.64,97.78,97.65,97.56,97.57,34.19
88:4A:EA:69:E1:72,2017-03-15 07:01:58.200000000,1346.41,8.61,4.84,2.12,51.89,208.0
88:4A:EA:69:42:9B,2017-03-15 07:01:58.440000000,94.19,94.36,94.09,94.06,94.25,45.53
88:4A:EA:69:43:8A,2017-03-15 07:01:58.590000128,97.6,97.73,97.5,97.61,97.56,34.37
88:4A:EA:69:42:9B,2017-03-15 07:01:58.960000000,94.23,94.11,94.39,94.21,94.2,45.95
88:4A:EA:69:43:8A,2017-03-15 07:01:59.110000128,97.55,97.54,97.52,97.59,97.56,35.51
88:4A:EA:69:E1:72,2017-03-15 07:01:59.209999872,1382.08,8.91,5.0,1.68,51.89,119.0
88:4A:EA:69:42:9B,2017-03-15 07:01:59.480000000,94.27,94.18,94.29,94.33,94.29,45.87
88:4A:EA:69:43:8A,2017-03-15 07:01:59.630000128,97.56,97.51,97.54,97.57,97.64,35.9
88:4A:EA:69:42:9B,2017-03-15 07:02:00.009999872,94.1,94.13,94.08,94.06,94.14,49.48
88:4A:EA:69:43:8A,2017-03-15 07:02:00.160000000,97.59,97.59,97.65,97.58,97.54,34.62
88:4A:EA:69:E1:72,2017-03-15 07:02:00.270000128,1167.34,8.51,4.83,2.16,51.89,211.0
88:4A:EA:69:42:9B,2017-03-15 07:02:00.529999872,94.23,94.16,94.27,94.33,94.16,50.58
88:4A:EA:69:43:8A,2017-03-15 07:02:00.680000000,97.68,97.72,97.64,97.62,97.74,34.36
88:4A:EA:69:42:9B,2017-03-15 07:02:01.049999872,94.28,94.31,94.29,94.26,94.25,47.96
88:4A:EA:69:43:8A,2017-03-15 07:02:01.200000000,97.63,97.61,97.65,97.65,97.6,36.92
88:4A:EA:69:E1:72,2017-03-15 07:02:01.310000128,1329.15,8.81,4.91,1.72,51.9,119.0
88:4A:EA:69:42:9B,2017-03-15 07:02:01.569999872,94.18,94.14,94.21,94.09,94.3,48.61
88:4A:EA:69:43:8A,2017-03-15 07:02:01.720000000,97.63,97.65,97.65,97.6,97.63,33.78
88:4A:EA:69:42:9B,2017-03-15 07:02:02.100000000,94.34,94.36,94.38,94.32,94.3,48.88
88:4A:EA:69:43:8A,2017-03-15 07:02:02.249999872,97.58,97.56,97.56,97.62,97.58,33.95
88:4A:EA:69:E1:72,2017-03-15 07:02:02.360000000,1193.69,8.37,4.77,2.16,51.9,210.0
88:4A:EA:69:42:9B,2017-03-15 07:02:02.620000000,94.22,94.19,94.24,94.3,94.14,49.04
88:4A:EA:69:43:8A,2017-03-15 07:02:02.769999872,97.63,97.6,97.66,97.58,97.67,33.5
88:4A:EA:69:42:9B,2017-03-15 07:02:03.140000000,94.19,94.06,94.27,94.12,94.33,48.67
88:4A:EA:69:43:8A,2017-03-15 07:02:03.289999872,97.66,97.64,97.73,97.66,97.59,35.48
88:4A:EA:69:E1:72,2017-03-15 07:02:03.409999872,1292.57,8.81,4.92,2.18,51.9,210.0
88:4A:EA:69:42:9B,2017-03-15 07:02:03.660000000,94.22,94.43,94.25,94.04,94.15,48.62
88:4A:EA:69:43:8A,2017-03-15 07:02:03.820000000,97.61,97.64,97.67,97.56,97.59,34.46
88:4A:EA:69:42:9B,2017-03-15 07:02:04.190000128,94.25,94.4,94.09,94.24,94.27,48.25
88:4A:EA:69:43:8A,2017-03-15 07:02:04.340000000,97.57,97.57,97.57,97.61,97.55,34.06
88:4A:EA:69:E1:72,2017-03-15 07:02:04.430000128,1277.22,8.37,4.88,2.11,51.9,210.0
88:4A:EA:69:42:9B,2017-03-15 07:02:04.710000128,94.24,94.11,94.4,94.19,94.26,46.51
88:4A:EA:69:43:8A,2017-03-15 07:02:04.860000000,97.57,97.49,97.61,97.67,97.52,34.19
88:4A:EA:69:42:9B,2017-03-15 07:02:05.230000128,94.2,94.21,94.22,94.28,94.08,45.75
88:4A:EA:69:43:8A,2017-03-15 07:02:05.380000000,97.61,97.56,97.6,97.65,97.61,35.43
88:4A:EA:69:E1:72,2017-03-15 07:02:05.489999872,1192.89,8.68,4.92,1.69,51.9,118.0
88:4A:EA:69:42:9B,2017-03-15 07:02:05.760000000,94.32,94.36,94.23,94.31,94.37,47.22
88:4A:EA:69:43:8A,2017-03-15 07:02:05.910000128,97.6,97.56,97.63,97.55,97.66,36.61
88:4A:EA:69:42:9B,2017-03-15 07:02:06.280000000,94.18,94.08,94.28,94.2,94.16,45.99
88:4A:EA:69:43:8A,2017-03-15 07:02:06.430000128,97.56,97.6,97.56,97.52,97.54,36.39
88:4A:EA:69:E1:72,2017-03-15 07:02:06.560000000,1227.12,8.36,4.87,2.16,51.9,209.0
88:4A:EA:69:42:9B,2017-03-15 07:02:06.800000000,94.12,94.25,94.06,94.17,93.99,45.92
88:4A:EA:69:43:8A,2017-03-15 07:02:06.950000128,97.57,97.56,97.47,97.64,97.6,35.52
88:4A:EA:69:42:9B,2017-03-15 07:02:07.320000000,94.24,94.17,94.38,94.16,94.25,46.13
88:4A:EA:69:43:8A,2017-03-15 07:02:07.480000000,97.46,97.41,97.47,97.46,97.51,34.7
88:4A:EA:69:E1:72,2017-03-15 07:02:07.609999872,1214.23,8.4,4.72,2.24,51.91,209.0
88:4A:EA:69:42:9B,2017-03-15 07:02:07.849999872,94.14,94.05,94.11,94.25,94.16,45.58
88:4A:EA:69:43:8A,2017-03-15 07:02:08.000000000,97.52,97.54,97.48,97.5,97.54,34.49
88:4A:EA:69:42:9B,2017-03-15 07:02:08.369999872,94.18,94.19,94.1,94.01,94.42,45.88
88:4A:EA:69:43:8A,2017-03-15 07:02:08.520000000,97.49,97.55,97.57,97.38,97.45,35.15
88:4A:EA:69:E1:72,2017-03-15 07:02:08.620000000,1264.95,8.28,4.83,2.09,51.91,208.0
88:4A:EA:69:42:9B,2017-03-15 07:02:08.889999872,94.16,94.2,94.17,94.15,94.13,46.95
88:4A:EA:69:43:8A,2017-03-15 07:02:09.040000000,97.6,97.54,97.63,97.66,97.56,34.6
88:4A:EA:69:42:9B,2017-03-15 07:02:09.420000000,94.23,94.28,94.29,94.24,94.1,46.69
88:4A:EA:69:43:8A,2017-03-15 07:02:09.569999872,97.54,97.46,97.57,97.62,97.5,34.99
88:4A:EA:69:E1:72,2017-03-15 07:02:09.660000000,1328.36,8.52,4.84,2.07,51.91,208.0
88:4A:EA:69:42:9B,2017-03-15 07:02:09.940000000,94.21,94.14,94.29,94.15,94.26,47.4
88:4A:EA:69:43:8A,2017-03-15 07:02:10.089999872,97.54,97.5,97.54,97.54,97.57,34.16
88:4A:EA:69:42:9B,2017-03-15 07:02:10.460000000,94.14,94.35,94.06,94.16,93.98,48.05
88:4A:EA:69:43:8A,2017-03-15 07:02:10.609999872,97.59,97.72,97.57,97.58,97.48,34.83
88:4A:EA:69:E1:72,2017-03-15 07:02:10.729999872,1262.81,8.54,4.88,1.61,51.91,119.0
88:4A:EA:69:42:9B,2017-03-15 07:02:10.980000000,94.11,94.1,93.97,94.17,94.22,47.83
88:4A:EA:69:43:8A,2017-03-15 07:02:11.129999872,97.52,97.47,97.45,97.59,97.59,36.18
88:4A:EA:69:42:9B,2017-03-15 07:02:11.510000128,94.19,94.08,94.28,94.27,94.14,48.63
88:4A:EA:69:43:8A,2017-03-15 07:02:11.660000000,97.57,97.63,97.58,97.59,97.5,36.0
88:4A:EA:69:E1:72,2017-03-15 07:02:11.780000000,1290.42,8.63,4.89,2.17,51.91,211.0
88:4A:EA:69:42:9B,2017-03-15 07:02:12.030000128,94.17,94.3,94.09,94.12,94.16,50.01
88:4A:EA:69:43:8A,2017-03-15 07:02:12.180000000,97.62,97.64,97.59,97.56,97.68,35.74
88:4A:EA:69:42:9B,2017-03-15 07:02:12.550000128,94.2,94.24,94.23,94.22,94.12,48.45
88:4A:EA:69:43:8A,2017-03-15 07:02:12.700000000,97.56,97.53,97.58,97.57,97.56,35.3
88:4A:EA:69:E1:72,2017-03-15 07:02:12.790000128,1218.11,8.41,4.73,2.06,51.91,211.0
88:4A:EA:69:42:9B,2017-03-15 07:02:13.070000128,94.24,94.04,94.35,94.19,94.4,47.7
88:4A:EA:69:43:8A,2017-03-15 07:02:13.220000000,97.55,97.54,97.56,97.48,97.61,33.99
88:4A:EA:69:42:9B,2017-03-15 07:02:13.600000000,94.15,94.21,94.09,94.25,94.05,45.85
88:4A:EA:69:43:8A,2017-03-15 07:02:13.750000128,97.55,97.57,97.63,97.45,97.54,34.55
88:4A:EA:69:E1:72,2017-03-15 07:02:13.870000128,1237.91,8.49,4.77,2.15,51.92,210.0
88:4A:EA:69:42:9B,2017-03-15 07:02:14.120000000,94.2,94.35,94.22,94.15,94.09,44.91
88:4A:EA:69:43:8A,2017-03-15 07:02:14.270000128,97.55,97.51,97.52,97.54,97.62,34.84
88:4A:EA:69:42:9B,2017-03-15 07:02:14.640000000,94.31,94.18,94.48,94.32,94.27,46.15
88:4A:EA:69:43:8A,2017-03-15 07:02:14.790000128,97.54,97.52,97.64,97.52,97.49,34.75
88:4A:EA:69:E1:72,2017-03-15 07:02:14.889999872,1275.5,8.34,4.75,2.05,51.92,210.0
88:4A:EA:69:42:9B,2017-03-15 07:02:15.160000000,94.21,94.29,94.1,94.42,94.04,49.21
88:4A:EA:69:43:8A,2017-03-15 07:02:15.320000000,97.56,97.57,97.56,97.51,97.61,33.99
88:4A:EA:69:42:9B,2017-03-15 07:02:15.689999872,94.26,94.31,94.25,94.18,94.31,46.44
88:4A:EA:69:43:8A,2017-03-15 07:02:15.840000000,97.58,97.59,97.57,97.58,97.6,34.21
88:4A:EA:69:E1:72,2017-03-15 07:02:15.980000000,1251.43,8.56,4.76,2.07,51.92,209.0
88:4A:EA:69:42:9B,2017-03-15 07:02:16.209999872,94.27,94.28,94.31,94.22,94.27,44.61
88:4A:EA:69:43:8A,2017-03-15 07:02:16.360000000,97.54,97.56,97.58,97.52,97.51,35.42
88:4A:EA:69:42:9B,2017-03-15 07:02:16.729999872,94.33,94.44,94.24,94.25,94.4,45.45
88:4A:EA:69:43:8A,2017-03-15 07:02:16.880000000,97.56,97.6,97.54,97.55,97.53,34.9
88:4A:EA:69:E1:72,2017-03-15 07:02:17.000000000,1239.61,8.54,4.81,2.08,51.92,209.0
88:4A:EA:69:42:9B,2017-03-15 07:02:17.260000000,94.27,94.22,94.28,94.33,94.25,45.47
88:4A:EA:69:43:8A,2017-03-15 07:02:17.409999872,97.54,97.57,97.5,97.54,97.54,34.9
88:4A:EA:69:42:9B,2017-03-15 07:02:17.780000000,94.29,94.27,94.32,94.48,94.1,44.23
88:4A:EA:69:43:8A,2017-03-15 07:02:17.929999872,97.59,97.53,97.68,97.63,97.54,34.72
88:4A:EA:69:E1:72,2017-03-15 07:02:18.040000000,1286.44,8.7,4.77,2.12,51.92,209.0
88:4A:EA:69:42:9B,2017-03-15 07:02:18.300000000,94.29,94.32,94.21,94.2,94.43,44.67
88:4A:EA:69:43:8A,2017-03-15 07:02:18.449999872,97.57,97.63,97.49,97.63,97.51,40.54
88:4A:EA:69:42:9B,2017-03-15 07:02:18.820000000,94.27,94.34,94.26,94.3,94.19,45.93
88:4A:EA:69:43:8A,2017-03-15 07:02:18.969999872,97.59,97.61,97.66,97.54,97.53,40.41
88:4A:EA:69:E1:72,2017-03-15 07:02:19.089999872,1177.19,8.36,4.69,2.0,51.92,208.0
88:4A:EA:69:42:9B,2017-03-15 07:02:19.340000000,94.36,94.49,94.32,94.33,94.28,46.98
88:4A:EA:69:43:8A,2017-03-15 07:02:19.500000000,97.6,97.64,97.6,97.55,97.62,39.71
88:4A:EA:69:42:9B,2017-03-15 07:02:19.870000128,94.28,94.14,94.3,94.28,94.39,48.1
88:4A:EA:69:43:8A,2017-03-15 07:02:20.020000000,97.56,97.48,97.57,97.62,97.55,34.35
88:4A:EA:69:E1:72,2017-03-15 07:02:20.120000000,1243.23,8.55,4.73,2.11,51.92,208.0
88:4A:EA:69:42:9B,2017-03-15 07:02:20.390000128,94.24,94.19,94.23,94.35,94.2,53.53
88:4A:EA:69:43:8A,2017-03-15 07:02:20.540000000,97.54,97.49,97.66,97.49,97.5,34.1
88:4A:EA:69:42:9B,2017-03-15 07:02:20.910000128,94.29,94.41,94.36,94.13,94.27,48.22
88:4A:EA:69:43:8A,2017-03-15 07:02:21.060000000,97.59,97.55,97.63,97.6,97.59,35.36
88:4A:EA:69:E1:72,2017-03-15 07:02:21.160000000,1172.5,8.48,4.79,2.06,51.93,211.0
88:4A:EA:69:42:9B,2017-03-15 07:02:21.440000000,94.28,94.15,94.27,94.24,94.44,45.51
88:4A:EA:69:43:8A,2017-03-15 07:02:21.590000128,97.62,97.6,97.7,97.57,97.6,36.18
88:4A:EA:69:42:9B,2017-03-15 07:02:21.960000000,94.25,94.27,94.17,94.31,94.26,44.88
88:4A:EA:69:43:8A,2017-03-15 07:02:22.110000128,97.57,97.53,97.58,97.61,97.54,33.83
88:4A:EA:69:E1:72,2017-03-15 07:02:22.209999872,1135.05,8.49,4.63,2.14,51.93,211.0
88:4A:EA:69:42:9B,2017-03-15 07:02:22.480000000,94.27,94.32,94.22,94.26,94.27,44.68
88:4A:EA:69:43:8A,2017-03-15 07:02:22.630000128,97.57,97.56,97.62,97.56,97.56,34.47
88:4A:EA:69:42:9B,2017-03-15 07:02:23.000000000,94.31,94.42,94.36,94.14,94.33,44.96
88:4A:EA:69:43:8A,2017-03-15 07:02:23.160000000,97.58,97.56,97.61,97.57,97.58,36.38
88:4A:EA:69:E1:72,2017-03-15 07:02:23.300000000,1153.24,8.39,4.69,2.06,51.93,210.0
88:4A:EA:69:42:9B,2017-03-15 07:02:23.529999872,94.23,94.21,94.17,94.27,94.25,45.1
88:4A:EA:69:43:8A,2017-03-15 07:02:23.680000000,97.58,97.62,97.54,97.52,97.63,35.55
88:4A:EA:69:42:9B,2017-03-15 07:02:24.049999872,94.24,94.27,94.37,94.16,94.16,45.52
88:4A:EA:69:43:8A,2017-03-15 07:02:24.200000000,97.52,97.47,97.54,97.56,97.51,36.37
88:4A:EA:69:E1:72,2017-03-15 07:02:24.320000000,1158.32,8.39,4.57,2.09,51.93,210.0
88:4A:EA:69:42:9B,2017-03-15 07:02:24.569999872,94.18,94.14,94.33,94.12,94.14,45.87
88:4A:EA:69:43:8A,2017-03-15 07:02:24.720000000,97.57,97.72,97.39,97.53,97.63,34.28
88:4A:EA:69:42:9B,2017-03-15 07:02:25.089999872,94.24,94.28,94.07,94.35,94.25,46.31
88:4A:EA:69:43:8A,2017-03-15 07:02:25.249999872,97.56,97.57,97.54,97.59,97.53,34.46
88:4A:EA:69:E1:72,2017-03-15 07:02:25.340000000,1194.87,8.34,4.63,2.04,51.93,209.0
88:4A:EA:69:42:9B,2017-03-15 07:02:25.620000000,94.28,94.26,94.31,94.22,94.35,47.41
88:4A:EA:69:43:8A,2017-03-15 07:02:25.769999872,97.51,97.53,97.55,97.47,97.5,34.52
88:4A:EA:69:42:9B,2017-03-15 07:02:26.140000000,94.25,94.29,94.28,94.22,94.22,47.57
88:4A:EA:69:43:8A,2017-03-15 07:02:26.289999872,97.57,97.57,97.65,97.54,97.53,34.9
88:4A:EA:69:E1:72,2017-03-15 07:02:26.390000128,1203.32,8.5,4.66,2.08,51.94,209.0
88:4A:EA:69:42:9B,2017-03-15 07:02:26.660000000,94.25,94.37,94.14,94.22,94.27,47.88
88:4A:EA:69:43:8A,2017-03-15 07:02:26.809999872,97.6,97.75,97.56,97.55,97.52,35.04
88:4A:EA:69:42:9B,2017-03-15 07:02:27.180000000,94.28,94.25,94.4,94.2,94.26,47.52
88:4A:EA:69:43:8A,2017-03-15 07:02:27.340000000,97.57,97.61,97.59,97.54,97.54,34.42
88:4A:EA:69:E1:72,2017-03-15 07:02:27.470000128,1134.01,8.47,4.76,2.06,51.94,208.0
88:4A:EA:69:42:9B,2017-03-15 07:02:27.710000128,94.29,94.38,94.18,94.32,94.26,49.61
88:4A:EA:69:43:8A,2017-03-15 07:02:27.860000000,97.55,97.62,97.56,97.5,97.51,34.95
88:4A:EA:69:42:9B,2017-03-15 07:02:28.230000128,94.23,94.16,94.2,94.19,94.35,47.89
88:4A:EA:69:43:8A,2017-03-15 07:02:28.380000000,97.54,97.56,97.52,97.52,97.56,35.22
88:4A:EA:69:E1:72,2017-03-15 07:02:28.489999872,1096.04,8.43,4.65,2.12,51.94,208.0
88:4A:EA:69:42:9B,2017-03-15 07:02:28.750000128,94.23,94.09,94.27,94.41,94.16,48.48
88:4A:EA:69:43:8A,2017-03-15 07:02:28.900000000,97.62,97.68,97.62,97.57,97.63,35.07
88:4A:EA:69:42:9B,2017-03-15 07:02:29.280000000,94.21,94.15,94.31,94.2,94.16,48.04
88:4A:EA:69:43:8A,2017-03-15 07:02:29.430000128,97.59,97.45,97.69,97.63,97.6,36.27
88:4A:EA:69:E1:72,2017-03-15 07:02:29.540000000,1165.89,8.33,4.68,2.3,51.94,211.0
88:4A:EA:69:42:9B,2017-03-15 07:02:29.800000000,94.28,94.14,94.46,94.2,94.34,48.93
88:4A:EA:69:43:8A,2017-03-15 07:02:29.950000128,97.61,97.66,97.6,97.59,97.58,35.24
88:4A:EA:69:42:9B,2017-03-15 07:02:30.320000000,94.25,94.27,94.18,94.25,94.31,49.23
88:4A:EA:69:43:8A,2017-03-15 07:02:30.470000128,97.61,97.57,97.56,97.65,97.68,34.35
88:4A:EA:69:E1:72,2017-03-15 07:02:30.560000000,1159.95,8.48,4.66,2.08,51.94,210.0
88:4A:EA:69:42:9B,2017-03-15 07:02:30.840000000,94.25,94.29,94.25,94.22,94.23,48.14
88:4A:EA:69:43:8A,2017-03-15 07:02:31.000000000,97.54,97.47,97.47,97.67,97.55,34.3
88:4A:EA:69:42:9B,2017-03-15 07:02:31.369999872,94.32,94.24,94.4,94.37,94.26,45.56
88:4A:EA:69:43:8A,2017-03-15 07:02:31.520000000,97.58,97.56,97.59,97.6,97.57,36.63
88:4A:EA:69:E1:72,2017-03-15 07:02:31.609999872,1251.62,8.59,4.68,2.11,51.94,210.0
88:4A:EA:69:42:9B,2017-03-15 07:02:31.889999872,94.21,94.33,94.07,94.31,94.12,45.07
88:4A:EA:69:43:8A,2017-03-15 07:02:32.040000000,97.61,97.58,97.55,97.64,97.67,35.27
88:4A:EA:69:42:9B,2017-03-15 07:02:32.409999872,94.26,94.3,94.42,94.12,94.22,48.29
88:4A:EA:69:43:8A,2017-03-15 07:02:32.560000000,97.54,97.44,97.6,97.54,97.58,34.84
88:4A:EA:69:E1:72,2017-03-15 07:02:32.660000000,1090.24,8.5,4.74,2.1,51.95,209.0
88:4A:EA:69:42:9B,2017-03-15 07:02:32.929999872,94.22,94.25,94.3,94.18,94.14,45.82
88:4A:EA:69:43:8A,2017-03-15 07:02:33.089999872,97.58,97.51,97.59,97.52,97.68,35.18
88:4A:EA:69:42:9B,2017-03-15 07:02:33.460000000,94.22,94.15,94.21,94.5,94.0,46.47
88:4A:EA:69:43:8A,2017-03-15 07:02:33.609999872,97.58,97.54,97.61,97.61,97.57,35.13
88:4A:EA:69:E1:72,2017-03-15 07:02:33.729999872,1108.43,8.8,4.87,2.13,51.95,209.0
88:4A:EA:69:42:9B,2017-03-15 07:02:33.980000000,94.24,94.17,94.2,94.19,94.4,49.42
88:4A:EA:69:43:8A,2017-03-15 07:02:34.270000128,97.63,97.68,97.61,97.64,97.61,35.65
88:4A:EA:69:42:9B,2017-03-15 07:02:34.500000000,94.2,94.12,94.23,94.23,94.24,45.0
